Player Name,Team,Total Points,Position,Goals Scored,Assists,Clean Sheets,Yellow Cards,Red Cards,Goals Conceded,Own Goals,Penalties Missed,Penalties Saved,Saves,Bonus Points
Danny Ings,West Ham,36,FWD,1,2,0,1,0,10,0,0,0,0,4
Adama Traoré,Fulham,36,MID,2,3,0,2,0,13,0,0,0,0,1
Pelly Ruddock Mpanzu,Luton,35,MID,0,0,1,1,0,29,0,0,0,0,0
Benoît Badiashile,Chelsea,35,DEF,0,1,3,3,0,31,1,0,0,0,4
Armando Broja,Fulham,35,FWD,1,2,3,0,0,9,0,0,0,0,0
Morgan Rogers,Aston Villa,35,MID,3,1,2,3,0,13,0,0,0,0,0
Amari'i Bell,Luton,35,DEF,0,0,2,0,0,41,0,0,0,0,3
Ben Davies,Spurs,34,DEF,1,2,1,2,0,21,0,0,0,0,0
Nathan Patterson,Everton,34,DEF,0,2,2,4,0,21,0,0,0,0,3
Nicolò Zaniolo,Aston Villa,34,MID,2,0,2,7,0,13,0,0,0,0,0
Caoimhin Kelleher,Liverpool,34,GK,0,0,2,0,0,11,0,0,0,28,3
Carlos Baleba,Brighton,34,MID,0,0,2,7,0,28,0,0,0,0,0
Matz Sels,Nott'm Forest,34,GK,0,0,1,1,0,27,0,0,0,37,1
Issa Kaboré,Luton,34,DEF,0,3,0,7,0,39,1,0,0,0,3
Jack Robinson,Sheffield Utd,33,DEF,1,1,1,10,0,83,2,0,0,0,1
Cauley Woodrow,Luton,33,FWD,1,1,0,2,0,11,0,0,0,0,3
Anssumane Fati Vieira,Brighton,33,MID,2,1,1,2,0,12,0,0,0,0,1
Kevin Schade,Brentford,33,MID,2,2,1,0,0,5,0,0,0,0,2
Emil Krafth,Newcastle,33,DEF,0,0,3,2,0,15,0,0,0,0,1
Matheus Luiz Nunes,Man City,32,MID,0,2,2,0,1,13,0,0,0,0,1
Rodrigo Bentancur,Spurs,32,MID,1,1,1,7,0,25,0,0,0,0,0
Luke Shaw,Man Utd,31,DEF,0,1,4,6,0,13,0,0,0,0,0
Anel Ahmedhodžić,Sheffield Utd,31,DEF,2,0,1,9,1,89,0,0,0,0,4
Tariq Lamptey,Brighton,31,DEF,0,3,1,3,0,20,0,0,0,0,0
Luke Berry,Luton,31,MID,2,1,0,1,0,8,0,0,0,0,0
Adam Lallana,Brighton,30,MID,0,1,2,2,0,13,0,0,0,0,0
Jordan Beyer,Burnley,30,DEF,0,1,2,6,0,23,0,0,0,0,4
Seamus Coleman,Everton,30,DEF,0,0,4,0,0,10,1,0,0,0,3
Yegor Yarmoliuk,Brentford,30,MID,0,0,4,2,0,9,0,0,0,0,0
Oscar Bobb,Man City,30,MID,1,2,1,0,0,5,0,0,0,0,2
Christopher Nkunku,Chelsea,29,FWD,3,0,0,0,0,12,0,0,0,0,4
Hugo Bueno López,Wolves,29,DEF,0,0,2,1,0,16,1,0,0,0,0
Jacob Ramsey,Aston Villa,29,MID,1,1,0,2,0,12,0,0,0,0,0
Moussa Niakhaté,Nott'm Forest,29,DEF,1,0,1,3,1,36,0,0,0,0,1
Mathias Jorgensen,Brentford,29,DEF,1,0,2,4,0,24,0,0,0,0,3
Gonzalo Montiel,Nott'm Forest,28,DEF,0,2,1,5,0,11,0,0,0,0,4
James Milner,Brighton,28,MID,0,2,4,3,0,12,0,0,0,0,0
Max Aarons,Bournemouth,28,DEF,0,1,2,1,0,35,0,0,0,0,0
Auston Trusty,Sheffield Utd,28,DEF,0,0,1,4,0,81,0,0,0,0,0
Emerson Leite de Souza Junior,Spurs,27,DEF,1,0,0,4,0,31,0,0,0,0,4
Kenny Tete,Fulham,27,DEF,1,0,2,2,0,21,0,0,0,0,0
Serge Aurier,Nott'm Forest,27,DEF,0,2,1,2,0,15,0,0,0,0,3
Andre Brooks,Sheffield Utd,26,MID,0,0,1,1,0,29,0,0,0,0,0
Sofyan Amrabat,Man Utd,26,MID,0,0,2,6,0,15,0,0,0,0,0
Adam Webster,Brighton,26,DEF,0,0,2,2,0,22,1,0,0,0,2
Saman Ghoddos,Brentford,26,MID,1,0,0,5,0,20,0,0,0,0,0
Arnaut Danjuma Groeneveld,Everton,26,MID,1,0,2,0,0,10,0,0,0,0,0
Divock Origi,Nott'm Forest,25,FWD,0,1,2,1,0,6,0,0,0,0,0
Lorenz Assignon,Burnley,25,DEF,1,2,0,3,1,32,0,0,0,0,3
Emile Smith Rowe,Arsenal,25,MID,0,2,3,0,0,3,0,0,0,0,0
Anthony Martial,Man Utd,25,FWD,1,1,1,0,0,6,0,0,0,0,2
Ibrahim Sangaré,Nott'm Forest,25,MID,0,0,4,6,0,16,0,0,0,0,0
William Osula,Sheffield Utd,25,FWD,0,1,0,4,0,23,0,0,0,0,0
Boubacar Traoré,Wolves,25,MID,0,0,0,4,0,23,0,0,0,0,0
Thomas Partey,Arsenal,24,MID,0,0,5,3,0,5,0,0,0,0,0
Fábio Ferreira Vieira,Arsenal,24,MID,1,3,1,0,1,2,0,0,0,0,0
Sasa Kalajdzic,Wolves,24,FWD,2,0,1,0,0,2,0,0,0,0,4
Lukasz Fabianski,West Ham,24,GK,0,0,1,0,0,21,0,0,0,33,1
Clément Lenglet,Aston Villa,24,DEF,0,1,2,3,0,27,0,0,0,0,0
Ben Chilwell,Chelsea,24,DEF,0,2,1,5,0,14,0,0,0,0,2
David Brooks,Bournemouth,23,MID,1,1,0,1,0,7,0,0,0,0,2
Mason Mount,Man Utd,23,MID,1,0,1,2,0,13,0,0,0,0,0
Amad Diallo,Man Utd,23,MID,1,1,1,1,0,6,0,0,0,0,3
Tom Lockyer,Luton,23,DEF,1,1,0,4,0,23,1,0,0,0,1
Carlos Vinícius Alves Morais,Fulham,22,FWD,2,0,0,2,0,5,0,0,0,0,2
Stefan Ortega Moreno,Man City,22,GK,0,0,1,0,0,7,0,0,0,20,2
Oliver Skipp,Spurs,22,MID,0,0,0,3,0,17,0,0,0,0,0
Marvelous Nakamba,Luton,21,MID,0,0,0,5,0,24,0,0,0,0,0
Joel Matip,Liverpool,21,DEF,0,0,2,2,0,9,1,0,0,0,0
Cheick Doucouré,Crystal Palace,21,MID,0,0,3,2,0,12,0,0,0,0,0
George Baldock,Sheffield Utd,21,DEF,0,2,0,4,0,21,0,0,0,0,2
Jakub Moder,Brighton,21,MID,0,0,1,2,0,13,0,0,0,0,0
Mike Trésor,Burnley,20,MID,0,0,0,0,0,10,0,0,0,0,0
Julio Enciso,Brighton,20,MID,0,2,0,2,0,12,0,0,0,0,0
Alfie Gilchrist,Chelsea,20,DEF,1,0,1,1,0,6,0,0,0,0,0
Leander Dendoncker,Aston Villa,20,MID,1,1,0,0,0,3,0,0,0,0,3
Saïd Benrahma,West Ham,20,MID,0,1,2,1,0,8,0,1,0,0,0
Aaron Ramsdale,Arsenal,20,GK,0,0,2,0,0,5,0,0,0,9,0
André Tavares Gomes,Everton,20,MID,1,0,3,4,0,7,0,0,0,0,0
Ameen Al-Dakhil,Burnley,19,DEF,1,0,0,1,0,26,1,0,0,0,0
Mark Travers,Bournemouth,19,GK,0,0,2,0,0,5,0,0,0,13,2
Angelo Ogbonna,West Ham,19,DEF,0,0,2,1,0,14,0,0,0,0,0
Oliver Arblaster,Sheffield Utd,19,MID,0,0,0,2,0,28,1,0,0,0,0
Pablo Fornals Malla,West Ham,19,MID,0,0,1,0,0,9,0,0,0,0,0
Shandon Baptiste,Brentford,19,MID,1,1,0,1,0,5,0,0,0,0,0
Lewis Dobbin,Everton,18,MID,1,0,1,1,0,3,0,0,0,0,0
Michael Keane,Everton,18,DEF,1,0,1,2,0,13,0,0,0,0,2
Joe Willock,Newcastle,18,MID,1,0,1,0,0,9,0,0,0,0,0
Daniel Bentley,Wolves,18,GK,0,0,2,0,0,7,0,0,0,8,1
Aaron Ramsey,Burnley,18,MID,0,0,0,1,0,17,0,0,0,0,0
Robin Olsen,Aston Villa,17,GK,0,0,0,0,0,13,0,0,1,21,3
Matt Ritchie,Newcastle,17,MID,1,0,0,1,0,5,0,0,0,0,0
Aaron Hickey,Brentford,17,DEF,0,0,2,5,0,12,0,0,0,0,0
Ben Johnson,West Ham,17,DEF,0,0,1,1,0,16,0,0,0,0,0
Chris Mepham,Bournemouth,16,DEF,0,1,1,2,0,16,0,0,0,0,0
Matheus França de Oliveira,Crystal Palace,16,MID,0,2,0,1,0,7,0,0,0,0,0
Sandro Tonali,Newcastle,16,MID,1,0,1,2,0,5,0,0,0,0,0
Carney Chukwuemeka,Chelsea,16,MID,1,1,0,2,0,5,0,0,0,0,0
Naouirou Ahamada,Crystal Palace,16,MID,0,0,0,2,1,14,0,0,0,0,0
Youssef Ramalho Chermiti,Everton,16,FWD,0,0,1,3,0,4,0,0,0,0,0
Reiss Nelson,Arsenal,16,MID,0,0,1,1,0,1,0,0,0,0,0
Ivo Grbic,Sheffield Utd,15,GK,0,0,0,1,0,25,0,0,0,37,0
Lisandro Martínez,Man Utd,15,DEF,0,1,1,3,0,12,1,0,0,0,0
Mads Juel Andersen,Luton,15,DEF,1,0,0,1,0,6,0,0,0,0,1
Maxime Esteve,Burnley,15,DEF,0,0,0,6,0,28,0,0,0,0,0
Hjalmar Ekdal,Burnley,15,DEF,0,0,1,2,0,8,0,0,0,0,3
Radu Dragusin,Spurs,14,DEF,0,0,1,1,0,7,0,0,0,0,0
Kieffer Moore,Bournemouth,14,FWD,1,0,0,0,0,2,0,0,0,0,2
Djordje Petrovic,,14,,0,0,1,0,0,6,0,0,0,13,0
Anis Slimane,Sheffield Utd,14,MID,0,0,1,2,0,14,1,0,0,0,0
Manor Solomon,Spurs,14,MID,0,2,0,1,0,2,0,0,0,0,2
Mahmoud Dahoud,Brighton,14,MID,0,1,1,1,1,6,0,0,0,0,0
Rico Henry,Brentford,13,DEF,0,1,1,1,0,5,0,0,0,0,0
Facundo Pellistri Rebollo,Man Utd,13,MID,0,1,0,0,0,2,0,0,0,0,0
Giovanni Reyna,Nott'm Forest,13,MID,0,1,0,0,0,3,0,0,0,0,0
Lesley Ugochukwu,Chelsea,13,MID,0,0,1,2,0,6,0,0,0,0,0
Santiago Bueno,Wolves,13,DEF,0,0,0,1,0,18,0,0,0,0,0
Joe Rothwell,Bournemouth,13,MID,0,0,0,0,0,12,0,0,0,0,0
Max Lowe,Sheffield Utd,13,DEF,0,1,0,1,0,12,0,0,0,0,0
Maxwel Cornet,West Ham,13,MID,1,0,0,0,0,3,0,0,0,0,0
Joe Worrall,Nott'm Forest,13,DEF,0,0,1,0,1,9,0,0,0,0,3
Cheikhou Kouyaté,Nott'm Forest,12,MID,0,0,0,2,0,6,0,0,0,0,0
Connor Roberts,Burnley,12,DEF,0,1,0,3,1,23,0,0,0,0,0
Scott McKenna,Nott'm Forest,12,DEF,0,0,1,0,0,6,0,0,0,0,1
Jairo Riedewald,Crystal Palace,12,MID,0,0,1,0,0,3,0,0,0,0,0
Odysseas Vlachodimos,Nott'm Forest,12,GK,0,0,1,0,0,12,0,0,0,10,0
Bryan Gil Salvatierra,Spurs,12,MID,0,0,0,0,0,11,0,0,0,0,0
Nathan Redmond,Burnley,11,MID,0,0,0,1,0,5,0,0,0,0,0
Nuno Varela Tavares,Nott'm Forest,11,DEF,0,0,1,2,0,9,0,0,0,0,0
Fred Onyedinma,Luton,11,MID,0,0,0,1,0,14,0,0,0,0,0
Cesare Casadei,Chelsea,11,MID,0,0,0,0,0,3,0,0,0,0,0
Bénie Traoré,Sheffield Utd,11,FWD,0,0,0,0,0,13,0,0,0,0,0
Ryan Giles,Luton,11,DEF,0,0,0,0,0,14,0,0,0,0,0
Rhian Brewster,Sheffield Utd,11,FWD,0,0,0,0,1,8,0,0,0,0,0
Hannibal Mejbri,Man Utd,11,MID,1,0,1,1,0,1,0,0,0,0,0
Andrew Omobamidele,Nott'm Forest,11,DEF,0,0,0,2,0,15,1,0,0,0,0
Alejo Véliz,Spurs,11,FWD,1,0,0,1,0,2,0,0,0,0,0
Ian Maatsen,Chelsea,11,MID,0,0,0,1,0,5,0,0,0,0,0
Reece James,Chelsea,11,DEF,0,2,0,0,2,13,0,0,0,0,0
Yasser Larouci,Sheffield Utd,10,DEF,0,0,0,1,0,11,0,0,0,0,0
Aaron Cresswell,West Ham,10,DEF,0,0,0,1,0,11,0,0,0,0,0
Tim Iroegbunam,Aston Villa,10,MID,0,0,0,0,0,7,0,0,0,0,0
Kalvin Phillips,West Ham,10,MID,0,0,0,1,1,13,0,0,0,0,0
Sergio Gómez,Man City,9,DEF,0,1,0,0,0,2,0,0,0,0,0
Fábio Silva,Wolves,8,FWD,0,0,1,2,0,8,0,0,0,0,0
David Ozoh,Crystal Palace,8,MID,0,0,0,1,0,5,0,0,0,0,0
George Earthy,West Ham,8,MID,1,0,0,0,0,0,0,0,0,0,0
Chris Basham,Sheffield Utd,8,DEF,0,0,0,1,0,6,0,0,0,0,0
Jesurun Rak-Sakyi,Crystal Palace,8,MID,0,0,1,0,0,3,0,0,0,0,0
Manuel Benson Hedilazio,Burnley,8,MID,0,0,0,0,0,5,0,0,0,0,0
Tawanda Chirewa,Wolves,8,MID,0,0,0,1,0,2,0,0,0,0,0
Tom Davies,Sheffield Utd,7,MID,0,0,0,2,0,11,0,0,0,0,0
Nathan Fraser,Wolves,7,FWD,0,0,1,1,0,3,0,0,0,0,0
Michael Olakigbe,Brentford,7,MID,0,0,0,0,0,0,0,0,0,0,0
Luke Thomas,Sheffield Utd,7,DEF,0,0,0,3,0,29,0,0,0,0,0
Hannes Delcroix,Burnley,7,DEF,0,0,0,2,0,25,0,0,0,0,0
Felipe Augusto de Almeida Monteiro,Nott'm Forest,7,DEF,0,0,1,4,0,10,0,0,0,0,0
Omari Forson,Man Utd,7,MID,0,1,0,0,0,2,0,0,0,0,0
Calum Chambers,Aston Villa,6,DEF,0,1,0,1,0,6,0,0,0,0,0
Mohamed Elneny,Arsenal,6,MID,0,1,0,0,0,0,0,0,0,0,0
Ivan Perišić,Spurs,6,DEF,0,1,0,2,0,1,0,0,0,0,0
Valentín Barco,Brighton,5,DEF,0,0,0,1,0,9,0,0,0,0,0
Bobby Clark,Liverpool,5,MID,0,0,0,0,0,0,0,0,0,0,0
James Hill,Bournemouth,5,DEF,0,0,0,0,0,1,0,0,0,0,0
Willy Kambwala,Man Utd,5,DEF,0,0,0,1,0,10,0,0,0,0,0
Fodé Ballo-Touré,Fulham,5,DEF,0,0,0,1,0,1,0,0,0,0,0
Divin Mubama,West Ham,5,FWD,0,0,0,0,0,2,0,0,0,0,0
Leon Chiwome,Wolves,5,FWD,0,0,0,0,0,4,0,0,0,0,0
Tyler Adams,Bournemouth,5,MID,0,0,0,0,0,3,0,0,0,0,1
Paul Dummett,Newcastle,5,DEF,0,0,0,0,0,1,0,0,0,0,0
Thomas Strakosha,Brentford,4,GK,0,0,0,0,0,2,0,0,0,6,0
Jack Cork,Burnley,4,MID,0,0,0,0,0,0,0,0,0,0,0
Anass Zaroury,Burnley,4,MID,0,0,0,0,1,4,0,0,0,0,0
Benicio Baker-Boaitey,Brighton,4,MID,0,0,0,1,0,1,0,0,0,0,0
Rodrigo Duarte Ribeiro,Nott'm Forest,4,FWD,0,0,0,0,0,0,0,0,0,0,0
Dane Scarlett,Spurs,4,FWD,0,0,0,0,0,0,0,0,0,0,0
Daiki Hashioka,Luton,4,DEF,0,0,0,0,0,21,2,0,0,0,0
Romain Faivre,Bournemouth,4,MID,0,0,0,1,0,1,0,0,0,0,0
Odeluga Offiah,Brighton,4,DEF,0,0,0,0,0,3,0,0,0,0,0
James McConnell,Liverpool,3,MID,0,0,0,0,0,0,0,0,0,0,0
Han-Noah Massengo,Burnley,3,MID,0,0,0,0,0,0,0,0,0,0,0
Cédric Alves Soares,Arsenal,3,DEF,0,0,0,0,0,0,0,0,0,0,0
Ethan Wheatley,Man Utd,3,FWD,0,0,0,0,0,0,0,0,0,0,0
Yegor Yarmolyuk,,3,,0,0,0,0,0,0,0,0,0,0,0
Josh Dasilva,Brentford,3,MID,0,0,0,0,0,0,0,0,0,0,0
Jaidon Anthony,Bournemouth,3,MID,0,0,0,1,0,5,0,0,0,0,0
James Tomkins,Crystal Palace,3,DEF,0,0,0,0,0,2,0,0,0,0,0
Joe White,Newcastle,3,MID,0,0,0,1,0,0,0,0,0,0,0
Myles Peart-Harris,Brentford,3,MID,0,0,0,0,0,0,0,0,0,0,0
Hamed Traorè,Bournemouth,3,MID,0,0,0,0,0,1,0,0,0,0,0
Kaine Kesler-Hayden,Aston Villa,3,DEF,0,0,0,0,0,0,0,0,0,0,0
John Fleck,Sheffield Utd,3,MID,0,0,0,1,0,5,0,0,0,0,0
Jadon Sancho,Man Utd,3,MID,0,0,0,0,0,1,0,0,0,0,0
Luke Harris,Fulham,2,MID,0,0,0,0,0,5,0,0,0,0,0
Rhys Norrington-Davies,Sheffield Utd,2,DEF,0,0,0,1,0,6,0,0,0,0,0
Ionuț Radu,Bournemouth,2,GK,0,0,0,0,0,7,0,0,0,5,0
Michael Obafemi,Burnley,2,FWD,0,0,0,0,0,0,0,0,0,0,0
Bertrand Traoré,Aston Villa,2,MID,0,0,0,0,0,0,0,0,0,0,0
Omari Kellyman,Aston Villa,2,MID,0,0,0,0,0,1,0,0,0,0,0
Antwoine Hackford,Sheffield Utd,2,FWD,0,0,0,0,0,1,0,0,0,0,0
Mark O’Mahony,Brighton,2,FWD,0,0,0,1,0,1,0,0,0,0,0
Mikey Moore,Spurs,2,MID,0,0,0,0,0,0,0,0,0,0,0
Mason Burstow,Chelsea,2,FWD,0,0,0,0,0,1,0,0,0,0,0
Matt Targett,Newcastle,2,DEF,0,0,0,1,0,4,0,0,0,0,0
Philippe Coutinho Correia,Aston Villa,2,MID,0,0,0,0,0,1,0,0,0,0,0
Deivid Washington de Souza Eugênio,Chelsea,2,FWD,0,0,0,0,0,1,0,0,0,0,0
Zack Nelson,Luton,2,MID,0,0,0,0,0,1,0,0,0,0,0
Alex Murphy,Newcastle,2,DEF,0,0,0,0,0,0,0,0,0,0,0
Thilo Kehrer,West Ham,2,DEF,0,0,0,2,0,1,0,0,0,0,0
Eric Dier,Spurs,2,DEF,0,0,0,0,0,8,0,0,0,0,0
Jamie Donley,Spurs,2,FWD,0,0,0,1,0,1,0,0,0,0,0
Michael Ndiweni,Newcastle,1,FWD,0,0,0,0,0,0,0,0,0,0,0
Ryan Oné,Sheffield Utd,1,MID,0,0,0,0,0,2,0,0,0,0,0
Jaden Philogene-Bidace,Aston Villa,1,MID,0,0,0,0,0,1,0,0,0,0,0
Michale Olakigbe,,1,,0,0,0,0,0,0,0,0,0,0,0
Sam Curtis,Sheffield Utd,1,DEF,0,0,0,0,0,0,0,0,0,0,0
Donny van de Beek,Man Utd,1,MID,0,0,0,0,0,0,0,0,0,0,0
Tyler Onyango,Everton,1,MID,0,0,0,0,0,0,0,0,0,0,0
Kaelan Casey,West Ham,1,DEF,0,0,0,0,0,0,0,0,0,0,0
Kaide Gordon,Liverpool,1,MID,0,0,0,0,0,0,0,0,0,0,0
Mason Holgate,Sheffield Utd,1,DEF,0,0,0,3,1,27,0,0,0,0,0
Dominic Sadi,Bournemouth,1,MID,0,0,0,0,0,0,0,0,0,0,0
Ethan Nwaneri,Arsenal,1,MID,0,0,0,0,0,0,0,0,0,0,0
Amadou Diallo,Newcastle,1,MID,0,0,0,0,0,0,0,0,0,0,0
Aleksandar Mitrović,Fulham,1,FWD,0,0,0,0,0,0,0,0,0,0,0
Roméo Lavia,Chelsea,1,MID,0,0,0,0,0,0,0,0,0,0,0
Josh Acheampong,Chelsea,1,DEF,0,0,0,0,0,0,0,0,0,0,0
Brandon Aguilera Zamora,Nott'm Forest,1,MID,0,0,0,0,0,0,0,0,0,0,0
Finley Munroe,Aston Villa,1,DEF,0,0,0,0,0,0,0,0,0,0,0
Jonathan Castro Otto,Wolves,1,DEF,0,0,0,0,0,0,0,0,0,0,0
John Egan,Sheffield Utd,1,DEF,0,0,0,2,0,17,0,0,0,0,0
Enso González,Wolves,1,MID,0,0,0,0,0,0,0,0,0,0,0
Remi Matthews,Crystal Palace,1,GK,0,0,0,0,0,1,0,0,0,0,0
Jayden Danns,Liverpool,1,FWD,0,0,0,1,0,0,0,0,0,0,0
Jimi Tauriainen,Chelsea,1,MID,0,0,0,0,0,0,0,0,0,0,0
Aymeric Laporte,Man City,1,DEF,0,0,0,0,0,0,0,0,0,0,0
Owen Beck,Liverpool,1,DEF,0,0,0,0,0,0,0,0,0,0,0
Ben Parkinson,Newcastle,1,FWD,0,0,0,0,0,1,0,0,0,0,0
Alex Matos,Chelsea,1,MID,0,0,0,0,0,0,0,0,0,0,0
James Shea,Luton,1,GK,0,0,0,0,0,0,0,0,0,2,0
Thomas Cannon,Everton,1,FWD,0,0,0,0,0,0,0,0,0,0,0
Daniel Gore,Man Utd,1,MID,0,0,0,0,0,0,0,0,0,0,0
Andrey Nascimento dos Santos,Chelsea,1,MID,0,0,0,0,0,0,0,0,0,0,0
Loris Karius,Newcastle,1,GK,0,0,0,0,0,4,0,0,0,4,0
Daniel Jebbison,Sheffield Utd,1,FWD,0,0,0,0,0,0,0,0,0,0,0
Stefan Bajcetic,Liverpool,1,MID,0,0,0,0,0,2,0,0,0,0,0
Sydie Peck,Sheffield Utd,1,MID,0,0,0,0,0,0,0,0,0,0,0
Lewis Warrington,Everton,1,MID,0,0,0,0,0,0,0,0,0,0,0
Ben Doak,Liverpool,1,MID,0,0,0,0,0,0,0,0,0,0,0
Thiago Alcántara do Nascimento,Liverpool,1,MID,0,0,0,0,0,1,0,0,0,0,0
Ashley Phillips,Spurs,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Rhys Bennett,Man Utd,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Giulian Biancone,Nott'm Forest,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Axel Piesold,Luton,0,MID,0,0,0,0,0,0,0,0,0,0,0
Ademola Ola-Adebomi,Crystal Palace,0,FWD,0,0,0,0,0,0,0,0,0,0,0
Richie Laryea,Nott'm Forest,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Wesley Okoduwa,Wolves,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Wesley Moraes Ferreira da Silva,Aston Villa,0,FWD,0,0,0,0,0,0,0,0,0,0,0
Hákon Valdimarsson,Brentford,0,GK,0,0,0,0,0,0,0,0,0,0,0
Riyad Mahrez,Man City,0,MID,0,0,0,0,0,0,0,0,0,0,0
Rob Holding,Crystal Palace,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Temple Ojinnaka,Wolves,0,MID,0,0,0,0,0,0,0,0,0,0,0
Aidan Francis-Clarke,Luton,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Wesley Fofana,Chelsea,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Halil Dervişoğlu,Brentford,0,FWD,0,0,0,0,0,0,0,0,0,0,0
Romelu Lukaku Bolingoli,Chelsea,0,FWD,0,0,0,0,0,0,0,0,0,0,0
Gavin Kilkenny,Bournemouth,0,MID,0,0,0,0,0,0,0,0,0,0,0
Admiral Muskwe,Luton,0,FWD,0,0,0,0,0,0,0,0,0,0,0
Hugo Lloris,Spurs,0,GK,0,0,0,0,0,0,0,0,0,0,0
Wayne Hennessey,Nott'm Forest,0,GK,0,0,0,0,0,0,0,0,0,0,0
Adrián San Miguel del Castillo,Liverpool,0,GK,0,0,0,0,0,0,0,0,0,0,0
Teddy Sharman-Lowe,Chelsea,0,GK,0,0,0,0,0,0,0,0,0,0,0
Hwang Ui-jo,Nott'm Forest,0,FWD,0,0,0,0,0,0,0,0,0,0,0
Andy Lonergan,Everton,0,GK,0,0,0,0,0,0,0,0,0,0,0
Gianluca Scamacca,West Ham,0,FWD,0,0,0,0,0,0,0,0,0,0,0
Tayo Adaramola,Crystal Palace,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Ângelo Gabriel Borges Damaceno,Chelsea,0,MID,0,0,0,0,0,0,0,0,0,0,0
Pierre-Emerick Aubameyang,Chelsea,0,FWD,0,0,0,0,0,0,0,0,0,0,0
Álvaro Fernández Carreras,Man Utd,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Zak Sturge,Chelsea,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Iliman Ndiaye,Sheffield Utd,0,FWD,0,0,0,0,0,0,0,0,0,0,0
Radek Vítek,Man Utd,0,GK,0,0,0,0,0,0,0,0,0,0,0
Tanguy Ndombélé Alvaro,Spurs,0,MID,0,0,0,0,0,0,0,0,0,0,0
Zack Steffen,Man City,0,GK,0,0,0,0,0,0,0,0,0,0,0
Francisco Jorge Tomás Oliveira,Wolves,0,MID,0,0,0,0,0,0,0,0,0,0,0
Franco Umeh-Chibueze,Crystal Palace,0,FWD,0,0,0,0,0,0,0,0,0,0,0
Bashir Humphreys,Chelsea,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Taylan Harris,Luton,0,FWD,0,0,0,0,0,0,0,0,0,0,0
Bailey Peacock-Farrell,Burnley,0,GK,0,0,0,0,0,0,0,0,0,0,0
Yunus Konak,Brentford,0,MID,0,0,0,0,0,0,0,0,0,0,0
Roshaun Mathurin,Crystal Palace,0,MID,0,0,0,0,0,0,0,0,0,0,0
Abdul Rahman Baba,Chelsea,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Steven Benda,Fulham,0,GK,0,0,0,0,0,0,0,0,0,0,0
Yerson Mosquera,Wolves,0,DEF,0,0,0,0,0,0,0,0,0,0,0
George Shelvey,Nott'm Forest,0,GK,0,0,0,0,0,0,0,0,0,0,0
Steven Alzate,Brighton,0,MID,0,0,0,0,0,0,0,0,0,0,0
Yasin Ayari,Brighton,0,MID,0,0,0,0,0,0,0,0,0,0,0
Remo Freuler,Nott'm Forest,0,MID,0,0,0,0,0,0,0,0,0,0,0
Steve Cook,Nott'm Forest,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Reuell Walters,Arsenal,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Yago de Santiago Alonso,Spurs,0,MID,0,0,0,0,0,0,0,0,0,0,0
Wout Weghorst,Burnley,0,FWD,0,0,0,0,0,0,0,0,0,0,0
Ted Curd,Chelsea,0,GK,0,0,0,0,0,0,0,0,0,0,0
Adam Davies,Sheffield Utd,0,GK,0,0,0,0,0,0,0,0,0,0,0
Ronnie Stutter,Chelsea,0,FWD,0,0,0,0,0,0,0,0,0,0,0
Harrison Ashby,Newcastle,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Aribim Pepple,Luton,0,FWD,0,0,0,0,0,0,0,0,0,0,0
Terence Kongolo,Fulham,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Samy Chouchane,Brighton,0,MID,0,0,0,0,0,0,0,0,0,0,0
Treymaurice Nyoni,Liverpool,0,MID,0,0,0,0,0,0,0,0,0,0,0
Habeeb Ogunneye,Man Utd,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Gonçalo Manuel Ganchinho Guedes,Wolves,0,MID,0,0,0,0,0,0,0,0,0,0,0
Alfie Dorrington,Spurs,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Travis Hernes,Newcastle,0,MID,0,0,0,0,0,0,0,0,0,0,0
Frederico Rodrigues de Paula Santos,Man Utd,0,MID,0,0,0,0,0,0,0,0,0,0,0
Alfie Whiteman,Spurs,0,GK,0,0,0,0,0,0,0,0,0,0,0
Allan Campbell,Luton,0,MID,0,0,0,0,0,0,0,0,0,0,0
Granit Xhaka,Arsenal,0,MID,0,0,0,0,0,0,0,0,0,0,0
Tommi O'Reilly,Aston Villa,0,MID,0,0,0,0,0,0,0,0,0,0,0
Tom McGill,Brighton,0,GK,0,0,0,0,0,0,0,0,0,0,0
Garang Kuol,Newcastle,0,MID,0,0,0,0,0,0,0,0,0,0,0
